# Dark Matter Relic Abundance for Singlet-Doublet Model
#############################################
# Parameter explanation:
# mS: mass parameter of the singlet scalar
# mD: mass parameter of the doublet scalar
# YChi: Yukawa coupling of the singlet scalar to the doublet scalar
# ThetaY: mixing angle between the two Yukawa couplings, defined as ArcTan(Y2/Y1)
# MN1, MN2, MN3: mass eigenvalues of the neutralino-like Majorana fermions
# MChi: physical mass of the chargino-like Dirac fermion
# Xf: dimensionless freeze-out temperature parameter
# Omegah2: dark matter relic density times dimensionless Hubble rate squared
# Note: The masses are in GeV, ThetaY is in radians
# Format: mS,mD,YChi,ThetaY,Xf,Omegah2
#############################################
mS,mD,YChi,ThetaY,MN1,MN2,MN3,MChi,Xf,Omegah2
2650.00,1300.00,0.10,0.00,1299.89,1300.04,2650.15,1300.00,27.18,1.65e-01
2700.00,1300.00,0.10,0.00,1299.89,1300.04,2700.15,1300.00,27.18,1.65e-01
2750.00,1300.00,0.10,0.00,1299.90,1300.04,2750.14,1300.00,27.18,1.65e-01
2800.00,1300.00,0.10,0.00,1299.90,1300.04,2800.14,1300.00,27.18,1.65e-01
2850.00,1300.00,0.10,0.00,1299.90,1300.04,2850.13,1300.00,27.18,1.65e-01
2900.00,1300.00,0.10,0.00,1299.91,1300.04,2900.13,1300.00,27.18,1.65e-01
2950.00,1300.00,0.10,0.00,1299.91,1300.04,2950.13,1300.00,27.18,1.65e-01
3000.00,1300.00,0.10,0.00,1299.91,1300.04,3000.12,1300.00,27.18,1.65e-01
1000.00,1350.00,0.10,0.00,999.63,1350.06,1350.43,1350.00,18.60,4.94e+02
1050.00,1350.00,0.10,0.00,1049.56,1350.06,1350.50,1350.00,19.31,2.82e+02
1100.00,1350.00,0.10,0.00,1099.46,1350.06,1350.60,1350.00,20.34,1.38e+02
1150.00,1350.00,0.10,0.00,1149.31,1350.06,1350.76,1350.00,21.83,3.83e+01
1200.00,1350.00,0.10,0.00,1199.06,1350.06,1351.00,1350.00,23.09,1.16e+01
1250.00,1350.00,0.10,0.00,1248.56,1350.06,1351.49,1350.00,24.44,3.28e+00
1300.00,1350.00,0.10,0.00,1297.19,1350.06,1352.87,1350.00,25.66,9.60e-01
1350.00,1350.00,0.10,0.00,1337.72,1350.06,1362.34,1350.00,26.68,3.09e-01
1400.00,1350.00,0.10,0.00,1347.14,1350.06,1402.92,1350.00,27.00,1.99e-01
1450.00,1350.00,0.10,0.00,1348.51,1350.05,1451.55,1350.00,27.07,1.85e-01
1500.00,1350.00,0.10,0.00,1349.00,1350.05,1501.06,1350.00,27.13,1.81e-01
1550.00,1350.00,0.10,0.00,1349.25,1350.05,1550.81,1350.00,27.11,1.79e-01
1600.00,1350.00,0.10,0.00,1349.40,1350.05,1600.66,1350.00,27.12,1.79e-01
1650.00,1350.00,0.10,0.00,1349.50,1350.05,1650.55,1350.00,27.13,1.79e-01
1700.00,1350.00,0.10,0.00,1349.57,1350.05,1700.48,1350.00,27.13,1.78e-01
1750.00,1350.00,0.10,0.00,1349.62,1350.05,1750.43,1350.00,27.13,1.78e-01
1800.00,1350.00,0.10,0.00,1349.66,1350.05,1800.38,1350.00,27.13,1.78e-01
1850.00,1350.00,0.10,0.00,1349.70,1350.05,1850.35,1350.00,27.14,1.78e-01
1900.00,1350.00,0.10,0.00,1349.72,1350.05,1900.32,1350.00,27.14,1.78e-01
1950.00,1350.00,0.10,0.00,1349.75,1350.05,1950.30,1350.00,27.14,1.78e-01
2000.00,1350.00,0.10,0.00,1349.77,1350.05,2000.28,1350.00,27.14,1.78e-01
2050.00,1350.00,0.10,0.00,1349.78,1350.04,2050.26,1350.00,27.14,1.78e-01
2100.00,1350.00,0.10,0.00,1349.80,1350.04,2100.25,1350.00,27.14,1.78e-01
2150.00,1350.00,0.10,0.00,1349.81,1350.04,2150.23,1350.00,27.14,1.78e-01
2200.00,1350.00,0.10,0.00,1349.82,1350.04,2200.22,1350.00,27.14,1.78e-01
2250.00,1350.00,0.10,0.00,1349.83,1350.04,2250.21,1350.00,27.14,1.78e-01
2300.00,1350.00,0.10,0.00,1349.84,1350.04,2300.20,1350.00,27.14,1.78e-01
2350.00,1350.00,0.10,0.00,1349.85,1350.04,2350.19,1350.00,27.14,1.78e-01
2400.00,1350.00,0.10,0.00,1349.86,1350.04,2400.18,1350.00,27.14,1.78e-01
2450.00,1350.00,0.10,0.00,1349.86,1350.04,2450.18,1350.00,27.14,1.78e-01
2500.00,1350.00,0.10,0.00,1349.87,1350.04,2500.17,1350.00,27.14,1.78e-01
2550.00,1350.00,0.10,0.00,1349.87,1350.04,2550.17,1350.00,27.14,1.78e-01
2600.00,1350.00,0.10,0.00,1349.88,1350.04,2600.16,1350.00,27.14,1.78e-01
2650.00,1350.00,0.10,0.00,1349.88,1350.04,2650.15,1350.00,27.14,1.78e-01
2700.00,1350.00,0.10,0.00,1349.89,1350.04,2700.15,1350.00,27.14,1.78e-01
2750.00,1350.00,0.10,0.00,1349.89,1350.04,2750.15,1350.00,27.14,1.78e-01
2800.00,1350.00,0.10,0.00,1349.90,1350.04,2800.14,1350.00,27.14,1.78e-01
2850.00,1350.00,0.10,0.00,1349.90,1350.04,2850.14,1350.00,27.14,1.78e-01
2900.00,1350.00,0.10,0.00,1349.90,1350.04,2900.13,1350.00,27.14,1.78e-01
2950.00,1350.00,0.10,0.00,1349.91,1350.04,2950.13,1350.00,27.14,1.78e-01
3000.00,1350.00,0.10,0.00,1349.91,1350.03,3000.13,1350.00,27.14,1.78e-01
1000.00,1400.00,0.10,0.00,999.68,1400.06,1400.38,1400.00,18.03,7.53e+02
1050.00,1400.00,0.10,0.00,1049.63,1400.06,1400.43,1400.00,18.75,4.75e+02
1100.00,1400.00,0.10,0.00,1099.56,1400.06,1400.50,1400.00,19.50,2.67e+02
1150.00,1400.00,0.10,0.00,1149.45,1400.06,1400.60,1400.00,20.80,1.13e+02
1200.00,1400.00,0.10,0.00,1199.30,1400.06,1400.76,1400.00,21.99,3.50e+01
1250.00,1400.00,0.10,0.00,1249.05,1400.06,1401.00,1400.00,23.20,1.09e+01
1300.00,1400.00,0.10,0.00,1298.56,1400.06,1401.49,1400.00,24.50,3.20e+00
1350.00,1400.00,0.10,0.00,1347.19,1400.06,1402.87,1400.00,25.68,9.85e-01
1400.00,1400.00,0.10,0.00,1387.72,1400.05,1412.34,1400.00,26.65,3.30e-01
1450.00,1400.00,0.10,0.00,1397.14,1400.05,1452.92,1400.00,26.98,2.14e-01
1500.00,1400.00,0.10,0.00,1398.51,1400.05,1501.54,1400.00,27.03,1.98e-01
1550.00,1400.00,0.10,0.00,1399.00,1400.05,1551.05,1400.00,27.06,1.94e-01
1600.00,1400.00,0.10,0.00,1399.25,1400.05,1600.81,1400.00,27.08,1.92e-01
1650.00,1400.00,0.10,0.00,1399.40,1400.05,1650.65,1400.00,27.10,1.92e-01
1700.00,1400.00,0.10,0.00,1399.50,1400.05,1700.55,1400.00,27.10,1.91e-01
1750.00,1400.00,0.10,0.00,1399.57,1400.05,1750.48,1400.00,27.11,1.91e-01
1800.00,1400.00,0.10,0.00,1399.62,1400.05,1800.43,1400.00,27.11,1.91e-01
1850.00,1400.00,0.10,0.00,1399.66,1400.05,1850.38,1400.00,27.11,1.91e-01
1900.00,1400.00,0.10,0.00,1399.70,1400.05,1900.35,1400.00,27.11,1.91e-01
1950.00,1400.00,0.10,0.00,1399.72,1400.05,1950.32,1400.00,27.11,1.91e-01
2000.00,1400.00,0.10,0.00,1399.75,1400.04,2000.30,1400.00,27.11,1.91e-01
2050.00,1400.00,0.10,0.00,1399.77,1400.04,2050.28,1400.00,27.11,1.91e-01
2100.00,1400.00,0.10,0.00,1399.78,1400.04,2100.26,1400.00,27.11,1.91e-01
2150.00,1400.00,0.10,0.00,1399.80,1400.04,2150.24,1400.00,27.11,1.91e-01
2200.00,1400.00,0.10,0.00,1399.81,1400.04,2200.23,1400.00,27.11,1.90e-01
2250.00,1400.00,0.10,0.00,1399.82,1400.04,2250.22,1400.00,27.12,1.90e-01
2300.00,1400.00,0.10,0.00,1399.83,1400.04,2300.21,1400.00,27.12,1.90e-01
2350.00,1400.00,0.10,0.00,1399.84,1400.04,2350.20,1400.00,27.12,1.90e-01
2400.00,1400.00,0.10,0.00,1399.85,1400.04,2400.19,1400.00,27.12,1.90e-01
2450.00,1400.00,0.10,0.00,1399.86,1400.04,2450.18,1400.00,27.12,1.90e-01
2500.00,1400.00,0.10,0.00,1399.86,1400.04,2500.18,1400.00,27.12,1.90e-01
2550.00,1400.00,0.10,0.00,1399.87,1400.04,2550.17,1400.00,27.12,1.90e-01
2600.00,1400.00,0.10,0.00,1399.87,1400.04,2600.16,1400.00,27.12,1.90e-01
2650.00,1400.00,0.10,0.00,1399.88,1400.04,2650.16,1400.00,27.12,1.90e-01
2700.00,1400.00,0.10,0.00,1399.88,1400.04,2700.15,1400.00,27.12,1.90e-01
2750.00,1400.00,0.10,0.00,1399.89,1400.04,2750.15,1400.00,27.12,1.90e-01
2800.00,1400.00,0.10,0.00,1399.89,1400.04,2800.14,1400.00,27.12,1.90e-01
2850.00,1400.00,0.10,0.00,1399.90,1400.04,2850.14,1400.00,27.12,1.90e-01
2900.00,1400.00,0.10,0.00,1399.90,1400.04,2900.14,1400.00,27.12,1.90e-01
2950.00,1400.00,0.10,0.00,1399.90,1400.03,2950.13,1400.00,27.12,1.90e-01
3000.00,1400.00,0.10,0.00,1399.91,1400.03,3000.13,1400.00,27.12,1.90e-01
1000.00,1450.00,0.10,0.00,999.73,1450.06,1450.34,1450.00,17.53,1.06e+03
1050.00,1450.00,0.10,0.00,1049.68,1450.06,1450.38,1450.00,18.20,7.35e+02
1100.00,1450.00,0.10,0.00,1099.63,1450.06,1450.43,1450.00,18.87,4.54e+02
1150.00,1450.00,0.10,0.00,1149.55,1450.06,1450.50,1450.00,19.58,2.54e+02
1200.00,1450.00,0.10,0.00,1199.45,1450.06,1450.60,1450.00,20.92,1.07e+02
1250.00,1450.00,0.10,0.00,1249.30,1450.06,1450.76,1450.00,22.10,3.20e+01
1300.00,1450.00,0.10,0.00,1299.05,1450.06,1451.00,1450.00,23.28,1.02e+01
1350.00,1450.00,0.10,0.00,1348.56,1450.05,1451.49,1450.00,24.55,3.14e+00
1400.00,1450.00,0.10,0.00,1397.18,1450.05,1452.87,1450.00,25.69,1.01e+00
1450.00,1450.00,0.10,0.00,1437.72,1450.05,1462.34,1450.00,26.61,3.51e-01
1500.00,1450.00,0.10,0.00,1447.14,1450.05,1502.92,1450.00,26.94,2.29e-01
1550.00,1450.00,0.10,0.00,1448.51,1450.05,1551.54,1450.00,27.00,2.13e-01
1600.00,1450.00,0.10,0.00,1449.00,1450.05,1601.05,1450.00,27.02,2.08e-01
1650.00,1450.00,0.10,0.00,1449.25,1450.05,1650.80,1450.00,27.04,2.06e-01
1700.00,1450.00,0.10,0.00,1449.40,1450.05,1700.65,1450.00,27.04,2.05e-01
1750.00,1450.00,0.10,0.00,1449.50,1450.05,1750.55,1450.00,27.05,2.05e-01
1800.00,1450.00,0.10,0.00,1449.57,1450.05,1800.48,1450.00,27.05,2.04e-01
1850.00,1450.00,0.10,0.00,1449.62,1450.05,1850.42,1450.00,27.05,2.04e-01
1900.00,1450.00,0.10,0.00,1449.66,1450.05,1900.38,1450.00,27.05,2.04e-01
1950.00,1450.00,0.10,0.00,1449.70,1450.04,1950.35,1450.00,27.05,2.04e-01
2000.00,1450.00,0.10,0.00,1449.72,1450.04,2000.32,1450.00,27.05,2.04e-01
2050.00,1450.00,0.10,0.00,1449.75,1450.04,2050.30,1450.00,27.05,2.04e-01
2100.00,1450.00,0.10,0.00,1449.77,1450.04,2100.28,1450.00,27.05,2.04e-01
2150.00,1450.00,0.10,0.00,1449.78,1450.04,2150.26,1450.00,27.05,2.04e-01
2200.00,1450.00,0.10,0.00,1449.80,1450.04,2200.24,1450.00,27.05,2.04e-01
2250.00,1450.00,0.10,0.00,1449.81,1450.04,2250.23,1450.00,27.05,2.04e-01
2300.00,1450.00,0.10,0.00,1449.82,1450.04,2300.22,1450.00,27.06,2.04e-01
2350.00,1450.00,0.10,0.00,1449.83,1450.04,2350.21,1450.00,27.06,2.04e-01
2400.00,1450.00,0.10,0.00,1449.84,1450.04,2400.20,1450.00,27.06,2.04e-01
2450.00,1450.00,0.10,0.00,1449.85,1450.04,2450.19,1450.00,27.06,2.04e-01
2500.00,1450.00,0.10,0.00,1449.86,1450.04,2500.18,1450.00,27.06,2.04e-01
2550.00,1450.00,0.10,0.00,1449.86,1450.04,2550.18,1450.00,27.06,2.04e-01
2600.00,1450.00,0.10,0.00,1449.87,1450.04,2600.17,1450.00,27.06,2.04e-01
2650.00,1450.00,0.10,0.00,1449.87,1450.04,2650.16,1450.00,27.06,2.04e-01
2700.00,1450.00,0.10,0.00,1449.88,1450.04,2700.16,1450.00,27.06,2.04e-01
2750.00,1450.00,0.10,0.00,1449.88,1450.04,2750.15,1450.00,27.06,2.04e-01
2800.00,1450.00,0.10,0.00,1449.89,1450.04,2800.15,1450.00,27.06,2.04e-01
2850.00,1450.00,0.10,0.00,1449.89,1450.04,2850.14,1450.00,27.06,2.04e-01
2900.00,1450.00,0.10,0.00,1449.90,1450.03,2900.14,1450.00,27.06,2.04e-01
2950.00,1450.00,0.10,0.00,1449.90,1450.03,2950.14,1450.00,27.06,2.04e-01
3000.00,1450.00,0.10,0.00,1449.90,1450.03,3000.13,1450.00,27.06,2.04e-01
1000.00,1500.00,0.10,0.00,999.76,1500.06,1500.30,1500.00,17.10,1.48e+03
1050.00,1500.00,0.10,0.00,1049.72,1500.06,1500.34,1500.00,17.69,1.05e+03
1100.00,1500.00,0.10,0.00,1099.68,1500.06,1500.38,1500.00,18.35,7.11e+02
1150.00,1500.00,0.10,0.00,1149.62,1500.06,1500.43,1500.00,19.02,4.31e+02
1200.00,1500.00,0.10,0.00,1199.55,1500.06,1500.50,1500.00,19.71,2.41e+02
1250.00,1500.00,0.10,0.00,1249.45,1500.06,1500.60,1500.00,21.13,8.71e+01
1300.00,1500.00,0.10,0.00,1299.30,1500.05,1500.76,1500.00,22.24,2.94e+01
1350.00,1500.00,0.10,0.00,1349.05,1500.05,1501.00,1500.00,23.37,9.67e+00
1400.00,1500.00,0.10,0.00,1398.56,1500.05,1501.49,1500.00,24.58,3.09e+00
1450.00,1500.00,0.10,0.00,1447.18,1500.05,1502.87,1500.00,25.70,1.04e+00
1500.00,1500.00,0.10,0.00,1487.71,1500.05,1512.34,1500.00,26.62,3.73e-01
1550.00,1500.00,0.10,0.00,1497.14,1500.05,1552.91,1500.00,26.88,2.46e-01
1600.00,1500.00,0.10,0.00,1498.51,1500.05,1601.54,1500.00,26.98,2.27e-01
1650.00,1500.00,0.10,0.00,1499.00,1500.05,1651.05,1500.00,27.00,2.22e-01
1700.00,1500.00,0.10,0.00,1499.25,1500.05,1700.80,1500.00,27.00,2.20e-01
1750.00,1500.00,0.10,0.00,1499.40,1500.05,1750.65,1500.00,27.00,2.19e-01
1800.00,1500.00,0.10,0.00,1499.50,1500.05,1800.55,1500.00,27.01,2.18e-01
1850.00,1500.00,0.10,0.00,1499.57,1500.05,1850.48,1500.00,27.01,2.18e-01
1900.00,1500.00,0.10,0.00,1499.62,1500.04,1900.42,1500.00,27.01,2.18e-01
1950.00,1500.00,0.10,0.00,1499.66,1500.04,1950.38,1500.00,27.01,2.18e-01
2000.00,1500.00,0.10,0.00,1499.70,1500.04,2000.35,1500.00,27.01,2.18e-01
2050.00,1500.00,0.10,0.00,1499.72,1500.04,2050.32,1500.00,27.01,2.18e-01
2100.00,1500.00,0.10,0.00,1499.75,1500.04,2100.29,1500.00,27.01,2.17e-01
2150.00,1500.00,0.10,0.00,1499.77,1500.04,2150.27,1500.00,27.02,2.17e-01
2200.00,1500.00,0.10,0.00,1499.78,1500.04,2200.26,1500.00,27.02,2.17e-01
2250.00,1500.00,0.10,0.00,1499.80,1500.04,2250.24,1500.00,27.02,2.17e-01
2300.00,1500.00,0.10,0.00,1499.81,1500.04,2300.23,1500.00,27.02,2.17e-01
2350.00,1500.00,0.10,0.00,1499.82,1500.04,2350.22,1500.00,27.02,2.17e-01
2400.00,1500.00,0.10,0.00,1499.83,1500.04,2400.21,1500.00,27.02,2.17e-01
2450.00,1500.00,0.10,0.00,1499.84,1500.04,2450.20,1500.00,27.02,2.17e-01
2500.00,1500.00,0.10,0.00,1499.85,1500.04,2500.19,1500.00,27.02,2.17e-01
2550.00,1500.00,0.10,0.00,1499.86,1500.04,2550.18,1500.00,27.02,2.17e-01
2600.00,1500.00,0.10,0.00,1499.86,1500.04,2600.17,1500.00,27.02,2.17e-01
2650.00,1500.00,0.10,0.00,1499.87,1500.04,2650.17,1500.00,27.02,2.17e-01
2700.00,1500.00,0.10,0.00,1499.87,1500.04,2700.16,1500.00,27.02,2.17e-01
2750.00,1500.00,0.10,0.00,1499.88,1500.04,2750.16,1500.00,27.02,2.17e-01
2800.00,1500.00,0.10,0.00,1499.88,1500.04,2800.15,1500.00,27.02,2.17e-01
2850.00,1500.00,0.10,0.00,1499.89,1500.03,2850.15,1500.00,27.02,2.17e-01
2900.00,1500.00,0.10,0.00,1499.89,1500.03,2900.14,1500.00,27.02,2.17e-01
2950.00,1500.00,0.10,0.00,1499.90,1500.03,2950.14,1500.00,27.02,2.17e-01
3000.00,1500.00,0.10,0.00,1499.90,1500.03,3000.13,1500.00,27.02,2.17e-01
1000.00,1550.00,0.10,0.00,999.78,1550.06,1550.28,1550.00,16.59,1.88e+03
1050.00,1550.00,0.10,0.00,1049.76,1550.06,1550.30,1550.00,17.25,1.45e+03
1100.00,1550.00,0.10,0.00,1099.72,1550.06,1550.34,1550.00,17.84,1.03e+03
1150.00,1550.00,0.10,0.00,1149.68,1550.06,1550.38,1550.00,18.47,6.83e+02
1200.00,1550.00,0.10,0.00,1199.62,1550.06,1550.43,1550.00,19.13,4.10e+02
1250.00,1550.00,0.10,0.00,1249.55,1550.05,1550.50,1550.00,20.09,2.14e+02
1300.00,1550.00,0.10,0.00,1299.45,1550.05,1550.60,1550.00,21.28,8.09e+01
1350.00,1550.00,0.10,0.00,1349.30,1550.05,1550.76,1550.00,22.35,2.71e+01
1400.00,1550.00,0.10,0.00,1399.05,1550.05,1551.00,1550.00,23.47,9.19e+00
1450.00,1550.00,0.10,0.00,1448.56,1550.05,1551.49,1550.00,24.62,3.06e+00
1500.00,1550.00,0.10,0.00,1497.18,1550.05,1552.87,1550.00,25.69,1.07e+00
1550.00,1550.00,0.10,0.00,1537.71,1550.05,1562.34,1550.00,26.59,3.95e-01
1600.00,1550.00,0.10,0.00,1547.14,1550.05,1602.91,1550.00,26.84,2.62e-01
1650.00,1550.00,0.10,0.00,1548.51,1550.05,1651.54,1550.00,26.94,2.42e-01
1700.00,1550.00,0.10,0.00,1549.00,1550.05,1701.05,1550.00,26.98,2.36e-01
1750.00,1550.00,0.10,0.00,1549.25,1550.05,1750.80,1550.00,26.99,2.34e-01
1800.00,1550.00,0.10,0.00,1549.40,1550.05,1800.65,1550.00,27.00,2.33e-01
1850.00,1550.00,0.10,0.00,1549.50,1550.04,1850.55,1550.00,27.00,2.32e-01
1900.00,1550.00,0.10,0.00,1549.57,1550.04,1900.48,1550.00,27.00,2.32e-01
1950.00,1550.00,0.10,0.00,1549.62,1550.04,1950.42,1550.00,27.00,2.32e-01
2000.00,1550.00,0.10,0.00,1549.66,1550.04,2000.38,1550.00,27.00,2.32e-01
2050.00,1550.00,0.10,0.00,1549.70,1550.04,2050.35,1550.00,27.00,2.32e-01
2100.00,1550.00,0.10,0.00,1549.72,1550.04,2100.32,1550.00,27.00,2.32e-01
2150.00,1550.00,0.10,0.00,1549.75,1550.04,2150.29,1550.00,27.00,2.31e-01
2200.00,1550.00,0.10,0.00,1549.77,1550.04,2200.27,1550.00,27.00,2.31e-01
2250.00,1550.00,0.10,0.00,1549.78,1550.04,2250.26,1550.00,27.00,2.31e-01
2300.00,1550.00,0.10,0.00,1549.80,1550.04,2300.24,1550.00,27.00,2.31e-01
2350.00,1550.00,0.10,0.00,1549.81,1550.04,2350.23,1550.00,27.00,2.31e-01
2400.00,1550.00,0.10,0.00,1549.82,1550.04,2400.22,1550.00,27.00,2.31e-01
2450.00,1550.00,0.10,0.00,1549.83,1550.04,2450.21,1550.00,27.00,2.31e-01
2500.00,1550.00,0.10,0.00,1549.84,1550.04,2500.20,1550.00,27.00,2.31e-01
2550.00,1550.00,0.10,0.00,1549.85,1550.04,2550.19,1550.00,27.00,2.31e-01
2600.00,1550.00,0.10,0.00,1549.86,1550.04,2600.18,1550.00,27.00,2.31e-01
2650.00,1550.00,0.10,0.00,1549.86,1550.04,2650.17,1550.00,27.00,2.31e-01
2700.00,1550.00,0.10,0.00,1549.87,1550.04,2700.17,1550.00,27.00,2.31e-01
2750.00,1550.00,0.10,0.00,1549.87,1550.04,2750.16,1550.00,27.00,2.31e-01
2800.00,1550.00,0.10,0.00,1549.88,1550.03,2800.16,1550.00,27.01,2.31e-01
2850.00,1550.00,0.10,0.00,1549.88,1550.03,2850.15,1550.00,27.01,2.31e-01
2900.00,1550.00,0.10,0.00,1549.89,1550.03,2900.15,1550.00,27.01,2.31e-01
2950.00,1550.00,0.10,0.00,1549.89,1550.03,2950.14,1550.00,27.01,2.31e-01
3000.00,1550.00,0.10,0.00,1549.90,1550.03,3000.14,1550.00,27.01,2.31e-01
1000.00,1600.00,0.10,0.00,999.81,1600.06,1600.25,1600.00,16.38,2.21e+03
1050.00,1600.00,0.10,0.00,1049.78,1600.06,1600.28,1600.00,16.86,1.88e+03
1100.00,1600.00,0.10,0.00,1099.75,1600.06,1600.30,1600.00,17.41,1.47e+03
1150.00,1600.00,0.10,0.00,1149.72,1600.06,1600.34,1600.00,17.98,1.01e+03
1200.00,1600.00,0.10,0.00,1199.68,1600.05,1600.38,1600.00,18.62,6.52e+02
1250.00,1600.00,0.10,0.00,1249.62,1600.05,1600.43,1600.00,19.23,3.89e+02
1300.00,1600.00,0.10,0.00,1299.55,1600.05,1600.50,1600.00,20.19,2.04e+02
1350.00,1600.00,0.10,0.00,1349.45,1600.05,1600.60,1600.00,21.41,6.70e+01
1400.00,1600.00,0.10,0.00,1399.30,1600.05,1600.76,1600.00,22.48,2.52e+01
1450.00,1600.00,0.10,0.00,1449.05,1600.05,1601.00,1600.00,23.56,8.78e+00
1500.00,1600.00,0.10,0.00,1498.55,1600.05,1601.49,1600.00,24.69,3.03e+00
1550.00,1600.00,0.10,0.00,1547.18,1600.05,1602.87,1600.00,25.69,1.10e+00
1600.00,1600.00,0.10,0.00,1587.71,1600.05,1612.33,1600.00,26.56,4.19e-01
1650.00,1600.00,0.10,0.00,1597.14,1600.05,1652.91,1600.00,26.81,2.79e-01
1700.00,1600.00,0.10,0.00,1598.51,1600.05,1701.54,1600.00,26.89,2.58e-01
1750.00,1600.00,0.10,0.00,1599.00,1600.05,1751.05,1600.00,26.94,2.51e-01
1800.00,1600.00,0.10,0.00,1599.25,1600.04,1800.80,1600.00,26.96,2.49e-01
1850.00,1600.00,0.10,0.00,1599.40,1600.04,1850.65,1600.00,26.96,2.47e-01
1900.00,1600.00,0.10,0.00,1599.50,1600.04,1900.55,1600.00,26.97,2.47e-01
1950.00,1600.00,0.10,0.00,1599.57,1600.04,1950.48,1600.00,26.98,2.47e-01
2000.00,1600.00,0.10,0.00,1599.62,1600.04,2000.42,1600.00,26.98,2.46e-01
2050.00,1600.00,0.10,0.00,1599.66,1600.04,2050.38,1600.00,26.98,2.46e-01
2100.00,1600.00,0.10,0.00,1599.70,1600.04,2100.34,1600.00,26.98,2.46e-01
2150.00,1600.00,0.10,0.00,1599.72,1600.04,2150.32,1600.00,26.98,2.46e-01
2200.00,1600.00,0.10,0.00,1599.75,1600.04,2200.29,1600.00,26.98,2.46e-01
2250.00,1600.00,0.10,0.00,1599.77,1600.04,2250.27,1600.00,26.98,2.46e-01
2300.00,1600.00,0.10,0.00,1599.78,1600.04,2300.26,1600.00,26.98,2.46e-01
2350.00,1600.00,0.10,0.00,1599.80,1600.04,2350.24,1600.00,26.98,2.46e-01
2400.00,1600.00,0.10,0.00,1599.81,1600.04,2400.23,1600.00,26.98,2.46e-01
2450.00,1600.00,0.10,0.00,1599.82,1600.04,2450.22,1600.00,26.98,2.46e-01
2500.00,1600.00,0.10,0.00,1599.83,1600.04,2500.21,1600.00,26.98,2.46e-01
2550.00,1600.00,0.10,0.00,1599.84,1600.04,2550.20,1600.00,26.98,2.46e-01
2600.00,1600.00,0.10,0.00,1599.85,1600.04,2600.19,1600.00,26.98,2.46e-01
2650.00,1600.00,0.10,0.00,1599.86,1600.04,2650.18,1600.00,26.98,2.46e-01
2700.00,1600.00,0.10,0.00,1599.86,1600.04,2700.17,1600.00,26.98,2.46e-01
2750.00,1600.00,0.10,0.00,1599.87,1600.03,2750.17,1600.00,26.98,2.46e-01
2800.00,1600.00,0.10,0.00,1599.87,1600.03,2800.16,1600.00,26.98,2.46e-01
2850.00,1600.00,0.10,0.00,1599.88,1600.03,2850.16,1600.00,26.98,2.46e-01
2900.00,1600.00,0.10,0.00,1599.88,1600.03,2900.15,1600.00,26.98,2.46e-01
2950.00,1600.00,0.10,0.00,1599.89,1600.03,2950.15,1600.00,26.98,2.46e-01
3000.00,1600.00,0.10,0.00,1599.89,1600.03,3000.14,1600.00,26.98,2.46e-01
1000.00,1650.00,0.10,0.00,999.82,1650.06,1650.23,1650.00,16.00,2.61e+03
1050.00,1650.00,0.10,0.00,1049.80,1650.06,1650.25,1650.00,16.45,2.33e+03
1100.00,1650.00,0.10,0.00,1099.78,1650.06,1650.28,1650.00,16.99,1.94e+03
1150.00,1650.00,0.10,0.00,1149.75,1650.05,1650.30,1650.00,17.51,1.39e+03
1200.00,1650.00,0.10,0.00,1199.72,1650.05,1650.34,1650.00,18.13,9.73e+02
1250.00,1650.00,0.10,0.00,1249.67,1650.05,1650.38,1650.00,18.73,6.21e+02
1300.00,1650.00,0.10,0.00,1299.62,1650.05,1650.43,1650.00,19.37,3.68e+02
1350.00,1650.00,0.10,0.00,1349.55,1650.05,1650.50,1650.00,20.58,1.66e+02
1400.00,1650.00,0.10,0.00,1399.44,1650.05,1650.60,1650.00,21.54,6.15e+01
1450.00,1650.00,0.10,0.00,1449.29,1650.05,1650.76,1650.00,22.59,2.35e+01
1500.00,1650.00,0.10,0.00,1499.04,1650.05,1651.00,1650.00,23.63,8.43e+00
1550.00,1650.00,0.10,0.00,1548.55,1650.05,1651.49,1650.00,24.70,3.01e+00
1600.00,1650.00,0.10,0.00,1597.18,1650.05,1652.87,1650.00,25.69,1.13e+00
1650.00,1650.00,0.10,0.00,1637.71,1650.05,1662.33,1650.00,26.54,4.42e-01
1700.00,1650.00,0.10,0.00,1647.14,1650.05,1702.91,1650.00,26.77,2.97e-01
1750.00,1650.00,0.10,0.00,1648.51,1650.04,1751.54,1650.00,26.85,2.74e-01
1800.00,1650.00,0.10,0.00,1649.00,1650.04,1801.05,1650.00,26.89,2.67e-01
1850.00,1650.00,0.10,0.00,1649.25,1650.04,1850.80,1650.00,26.91,2.64e-01
1900.00,1650.00,0.10,0.00,1649.40,1650.04,1900.65,1650.00,26.94,2.62e-01
1950.00,1650.00,0.10,0.00,1649.50,1650.04,1950.55,1650.00,26.94,2.62e-01
2000.00,1650.00,0.10,0.00,1649.57,1650.04,2000.47,1650.00,26.95,2.61e-01
2050.00,1650.00,0.10,0.00,1649.62,1650.04,2050.42,1650.00,26.95,2.61e-01
2100.00,1650.00,0.10,0.00,1649.66,1650.04,2100.38,1650.00,26.95,2.61e-01
2150.00,1650.00,0.10,0.00,1649.70,1650.04,2150.34,1650.00,26.95,2.61e-01
